adiposity	adiposity.coefficient.of.variation	average.adiposity..liver.	average.fat.mass..liver.	average.lean.mass..liver.	average.total.mass..liver.	Body.Weight	Col.C22.6.	fat.mass	FFA.C14.0.	FFA.C16.0.	FFA.C16.1.	FFA.C18.0.	FFA.C18.1.	FFA.C18.2.	FFA.C18.3.	FFA.C20.1.	FFA.C20.2.	FFA.C20.3.a	FFA.C20.3.b	FFA.C20.4.	FFA.C20.5.	FFA.C22.4.	FFA.C22.5.	FFA.C22.6.	FFA.C24.4.	FFA.C24.5.	FFA.C24.6.	fibrosed.area	free.fatty.acids	free.fatty.acids..pre.bleed.	free.fluid	G.CSF	Glucose	Glucose..pre.bleed.	GM.CSF	Gonadal.Fat	GRAN	GRAN..	HCT	HDL	HDL..pre.bleed.	HGB	HOMA.IR	HOMA.IR..pre.bleed.	IFNr	IL.10	IL.12..p40.	IL.12..p70.	IL.13	IL.15	IL.1a	IL.1b	IL.2	IL.4	IL.6	IL.7	Insulin	Insulin..pre.bleed.	IP.10	KC	Kidney..left.	lean.mass	lesion.area	Liver...body.weight	Liver.collagen	Liver.Total	LiverHist	LiverLipids	LiverMetab	LiverNMR	LiverResidual	LiverRNA	LiverSpare	LYM	LYM..	M.CSF	MCH	MCHC	MCP.1	MCV	MIG	MIP.1a	MIP.1b	MIP.2	MONO	MONO..	MPV	phospholipids..liver.	PLT	RANTES	RBC	RBC.Time	RDW..	RDWa	Spleen	TNFa	total.cholesterol	total.cholesterol..liver.	total.cholesterol..pre.bleed.	total.liver.weighed	triglycerides	triglycerides..liver.	triglycerides..pre.bleed.	unesterified.cholesterol	unesterified.cholesterol..liver.	unesterified.cholesterol..pre.bleed.	VLDL.LDL	VLDL.LDL..pre.bleed.	WBC	WBC.Time
536	0.282105943849311	0.006702418	0.215621018	0.468333333	1.703666667	2.172	32.94	NA	9.67609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.292553436	47	30	0.340752	339	229	191	0	1.075	1.2	29.8	36	18	7	12.9	21.41921552	NA	0	0	0	0	26.4	4.98	0	0	0	0	7.55	0	1581	NA	191	130	0.149	24.6234	101000	0.101973285	NA	3.359	0.25	0.169	0.2	2.25	0.19	0.1	0.2	2.5	62.5	13.76	14.3	36	14.03	39.7	85.81	59.71	84.07	0	0.4	7.7	6	14.4	332	32.12	9.05	15.96	20.8	28.4	0.17	0	1580	43.2	181	NA	1311	132	347	640	4.4	61	1562	174	4.1	10.7
534	0.31495975575909	0.02673203	0.186181134	0.337333333	1.474666667	1.812	33.18	NA	10.7806	0.815554450527198	156.031642218772	NA	29.3321215814852	638.733619596213	65.8909182003101	0.919851317758079	NA	NA	NA	9.89487120841556	233.292879414677	1.72011412233789	NA	NA	49.6994177029444	NA	NA	NA	1.243534944	42	17	0.329418	455	192	219	165	1.347	1.6	20.8	36.3	27	5	12.6	31.38472461	NA	0	23.88	0	18.6	86.39	0	0	9.22	32.99	0	7.55	27.82	2763	NA	193	288	0.147	23.4479	196000	0.087703436	NA	2.91	0.27	0.18	0.22	1.81	0.11	0.12	0.2	5.6	73.4	0	14.4	34.6	84.21	41.5	72.78	0	128	0	0.4	5.8	6.2	13.4	343	32.12	8.74	15.95	19.2	28.6	0.16	5.37	896	41.6	122	NA	594	170	213	332	4.2	46	869	117	7.6	10.67
509	0.484112470106701	0.008712489	0.252562728	0.623333333	1.844666667	2.468	45.52	NA	25.122	1.02470862182891	221.478159265465	55.7134820000288	41.4141895153745	811.950022274066	95.6448282654217	1.2289530464047	NA	NA	NA	46.2227929900518	532.039825327828	3.41954769317584	31.4119265985423	1.94820206434662	81.0893802259529	1.21479460116962	NA	0.489315867324268	3.039476347	61	40	0.067269	940	260	236	0	3.13	1.6	27.9	35.5	0	4	12.9	32.27119446	NA	0	0	5.19	0	61.97	0	0	0	0	0	7.18	0	2098	NA	200	125	0.15	26.7709	19750	0.075439367	NA	3.434	0.29	0.144	0.21	2.46	0	0.14	0.19	3.8	64.7	0	15	36.2	34.78	41.5	89.3	26.14	57.26	0	0.4	7.4	5.9	14	333	0	8.55	15.87	19.8	28.8	0.173	0	1744	40.4	192	NA	1365	182	332	548	4.6	100	1744	188	5.8	10.75
508	0.468448034261308	0.007854854	0.253524529	0.587333333	1.729333333	2.316666667	44.89	NA	24.3704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.842896805	44	32	-0.07919809	709	212	181	71.99	2.721	1.8	28.8	35.9	93	42	12.7	31.0669112	NA	0	0	0	0	26.4	0	0	0	0	0	0	0	2477	NA	233	693	0.152	27.6533	1250	0.087903765	NA	3.946	0.35	0.166	0.25	2.31	0.55	0.11	0.21	3.9	61.1	0	14.6	35.3	172	41.4	101	19.58	201	0	0.7	10.1	6.4	11.8	234	0	8.67	16	18.3	27.5	0.146	6.33	1460	37.4	153	NA	858	174	349	572	3.6	58	1367	111	6.4	10.72
505	0.141521620684877	0.005298784	0.191724002	0.363	1.530333333	1.893333333	28.74	NA	4.05461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.557120273	54	21	0.502179	444	149	151	0	0.339	1.8	26.5	40.7	54	13	14	4.883511803	NA	0	0	0	0	0	4.98	0	0	0	0	10.17	0	554	NA	277	594	0.163	24.5955	44750	0.096624913	NA	2.777	0.22	0.177	0.14	1.92	0	0.1	0.22	4.6	67.6	0	14.4	34.5	0	41.7	61.13	32.35	51.27	0	0.4	5.9	5.5	13.8	395	0	9.75	15.93	19.1	28.9	0.198	0	864	42.6	68	NA	319	106	73	248	4	21	810	55	6.8	10.74
492	0.222560510696135	0.011565902	0.21271636	0.296666667	1.098	1.394666667	33.54	NA	7.22449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57	21	0.454539	588	216	162	38.28	1.103	1	22.8	40.4	61	13	14	16.17795658	NA	0	0	0	0	26.4	0	0	0	11.66	0	0	0	1266	NA	149	51.27	0.206	25.2363	66500	0.06842576	NA	2.295	0.21	0.185	0.22	1.42	0	0.1	0.16	3.1	70.3	0	15.8	34.8	0	45.5	58.43	19.58	0	0	0.3	6.9	6.5	NA	309	0	8.88	15.94	17.7	30.2	0.136	0	972	NA	117	NA	318	NA	131	244	NA	37	911	104	4.4	10.69
488	0.316726821931271	0.198970516	0.268566209	0.098333333	0.235	0.333333333	37.5	NA	12.6978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	123	26	0.196049	140	374	185	0	1.7969	1.8	28.2	36.4	51	11	12.8	33.34425842	NA	0	0	0	0	0	0	0	0	0	0	0	0	1507	NA	214	502	0.185	27.3929	75000	0.072933333	NA	2.735	0.23	0.155	0.17	1.83	0	0.09	0.26	4.1	64.3	0	14.9	35.2	41.02	42.5	81.66	19.58	0	0	0.5	7.5	5.6	NA	337	0	8.56	16	17.9	27.8	0.146	5.37	1110	NA	142	NA	366	NA	234	390	NA	48	1059	131	6.4	10.73
478	0.280711860576683	0.0150251	0.180591094	0.160666667	0.729	0.889666667	26.79	NA	7.57755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85	46	-0.10891	758	300	240	0	0.727	1.6	23.6	37.3	48	20	13.8	10.82648051	NA	0	0	0	0	61.97	0	0	0	0	0	0	0	610	NA	248	785	0.127	19.4165	182500	0.060097051	NA	1.61	0.15	0.19	0.13	0.89	0	0.07	0.18	4.8	70.7	6.65	14.4	36.9	120	38.9	90.17	64.62	84.07	0	0.5	5.7	6.2	NA	276	20.64	9.57	15.95	19.2	25.9	0.1	0	787	NA	101	NA	174	NA	366	255	NA	37	739	81	6.9	10.69
474	0.273443748605753	0.010524807	0.224603032	0.356	1.229	1.585	35.13	NA	10.0513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48	30	0.573794	114	235	164	0	1.244	2.6	24.4	41.8	87	13	14.5	8.717091641	NA	0	0	0	0	0	0	0	0	0	0	13.5	0	627	NA	208	357	0.183	26.7069	77500	0.068886991	NA	2.42	0.24	0.18	0.17	1.55	0	0.1	0.18	7.3	69	0	15.2	34.7	0	43.8	98.63	12.57	0	0	0.7	6.6	5.8	NA	266	0	9.56	15.94	17.8	28.8	0.128	0	1014	NA	135	NA	177	NA	231	241	NA	45	927	122	10.6	10.68
473	0.407880730727343	0.00647902	0.242848522	0.532	1.658666667	2.190666667	45.73	NA	19.887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86	29	0.192996	684	329	181	24.09	3.199	2	23.2	42.3	50	15	14.7	27.19120866	NA	0	0	0	0	0	0	0	9.22	22.18	0	0	0	1397	NA	200	789	0.184	28.8699	51500	0.075399082	NA	3.448	0.28	0.148	0.23	2.15	0.33	0.09	0.22	6.1	70.9	0	15.2	34.7	124	43.8	90.17	120	31.32	0	0.5	5.9	5.8	NA	372	32.12	9.66	16.01	18.3	29.4	0.16	4.89	891	NA	127	NA	507	NA	229	319	NA	43	841	112	8.6	10.66
471	0.299414444890164	0.071603935	0.090905047	0.073	0.73	0.803	25.39	NA	8.00136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.296707532	91	31	0.0627425	450	349	191	24.09	0.732	0.4	21.2	36.3	55	10	12.7	22.85647518	NA	7.55	8.2	0	141	98.63	0	0	99.81	0	6.35	11.72	0	1107	NA	207	443	0.113	18.722	354000	0.056951556	NA	1.446	0.13	0.116	0.16	0.79	0	0.11	0.14	1.4	73.2	6.65	14.5	35	63.84	41.5	102	38.27	157	0	0.1	5.6	5.8	NA	388	87.42	8.74	15.93	17.7	26.6	0.087	22.5	1430	NA	112	NA	137	NA	160	437	NA	41	1375	102	1.9	10.72
466	0.321434510767292	0.002387931	0.164439831	0.213333333	1.084	1.297333333	31.63	NA	11.0172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26966708	152	27	0.0471595	176	452	175	0	1.042	2.4	23.8	38.7	33	11	13.7	22.59598888	NA	0	6.52	0	99.21	92.51	0	19.7	71.16	0	0	5.41	0	845	NA	319	811	0.134	23.2579	362000	0.063578881	NA	2.011	0.17	0.121	0.14	1.25	0	0.11	0.22	7.1	69.5	6.65	14.4	35.5	151	40.4	173	78.52	98.31	0	0.7	6.7	6.4	16.6	370	29.91	9.56	15.97	18.7	27.1	0.116	24.46	1380	48.6	107	NA	285	128	207	510	5.2	42	1347	96	10.2	10.7
465	0.182953292669704	0.020448175	0.141613451	0.109	0.660666667	0.769666667	21.71	NA	3.93139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.809891199	121	27	0.0311806	209	370	191	0	0.193	2.3	18.9	36.3	31	11	12.6	13.30888008	NA	0	0	0	60.28	49.89	0	0	4.99	0	0	0	0	608	NA	245	320	0.108	17.5571	308250	0.064210041	NA	1.394	0.14	0.114	0.11	0.8	0	0.08	0.15	9.1	75.4	10.1	14	34.8	103	40.1	132	43.93	57.26	45.19	0.7	5.7	6.1	14.4	364	52.4	9.04	15.93	18.2	26.4	0.101	4.89	1345	41.6	98	NA	261	106	149	431	4	35	1314	87	12.1	10.72
464	0.385656244657421	0.022265255	0.131789208	0.277333333	1.827	2.104333333	52.93	NA	23.0091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.719575034	147	45	-0.184509	732	465	219	0	3.869	1.5	38.5	26.9	0	6	9.8	59.4764243	NA	0	6.11	0	53.49	111	0	0	479	0	0	16.1	0	2162	NA	313	766	0.215	36.6531	64500	0.098564141	NA	5.217	0.45	0.149	0.18	2.14	1.95	0.108	0.24	2	52	10.1	13.4	36.4	615	36.9	106	87.17	268	0	0.4	9.5	6	15	283	13.19	7.29	15.93	20.1	25.6	0.261	121	2160	45	224	NA	1760	154	857	830	4.4	95	2160	218	3.9	10.7
463	0.352463349609764	0.007618522	0.207552877	0.447	1.706666667	2.153666667	48.53	14.9097605593537	18.6015	NA	133.459105447056	21.8193425223385	24.8414020256329	706.754364962133	49.0514159861625	1.10383548564241	9.43217944369608	2.29297397777106	8.15773794508119	41.6745286389169	422.242591251615	1.62877706401925	28.3701759691661	12.2763420787628	38.6860070697965	0.96166380816535	NA	NA	2.685442969	96	33	-0.138294	247	323	194	0	2.973	1.9	42.3	38.3	0	13	13.5	24.66976276	NA	0	0	6.65	0	15.34	0	0	0	0	0	20.99	0	1291	NA	305	667	0.209	34.1742	82500	0.096600041	NA	4.688	0.4	0.178	0.18	2.18	1.42	0.1	0.23	2.2	48.1	6.65	13.3	35.4	103	37.7	75.89	87.17	329	37.22	0.5	9.6	5.8	16.2	444	25.36	10.15	15.98	20.3	26.3	0.219	15.48	2080	45.6	210	NA	1333	104	715	692	5.4	76	2080	197	4.6	10.71
462	0.388851254991443	0.016134011	0.15636484	0.339	1.829	2.168	46.5	NA	19.6317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.914217141	106	35	-0.195096	244	334	158	0	2.927	1.7	34.7	42.2	61	22	14.7	39.28249423	NA	0	0	0	0	49.89	0	0	4.99	0	0	0	0	1988	NA	282	412	0.18	30.8547	73750	0.115182796	NA	5.356	0.3	0.166	0.23	2.17	2.15	0.11	0.23	2.9	58	0	13.7	34.9	227	39.2	136	154	335	0	0.5	7.3	5.7	15.2	461	5.28	10.75	15.93	19.6	26.4	0.149	20.1	1733	40.2	221	NA	883	120	604	542	4.6	73	1672	199	5.1	10.73
461	0.403082871682835	0.011596324	0.187209026	0.375666667	1.631	2.006666667	50.51	2.96026356908208	23.2472	NA	147.487806901775	29.2236216801291	23.7516016543512	700.485625689088	44.5815862783509	NA	8.71472364838231	2.30247537356016	NA	34.9977611576892	382.017176219037	1.60746515488622	22.4706422747095	1.04928930675042	41.4093320346374	0.804748674254037	NA	NA	1.354884316	102	37	-0.482113	546	339	199	0	3.454	2	31.6	40.5	0	19	14.2	33.85387209	NA	0	0	0	0	0	0	0	0	0	0	8.28	0	1688	NA	251	588	0.191	34.4263	93500	0.090021778	NA	4.547	0.39	0.127	0.25	1.98	1.42	0.11	0.27	3.9	60.8	0	13.9	35.2	93.69	39.6	95.84	91.34	136	0	0.5	7.6	5.7	16.6	367	20.64	10.2	15.99	19.7	27	0.196	10.1	1477	45.8	244	NA	1440	158	808	534	5	90	1477	225	6.4	10.71
457	0.248879008020311	0.027371311	0.166760591	0.285666667	1.427333333	1.713	25.6	5.49156547819002	7.28548	NA	161.682375115588	23.0724591837703	NA	776.538786811197	88.642370056531	1.35869851039024	10.2994567567195	2.69816367482955	11.237082371827	31.2844109996021	314.08878224113	1.8828071875529	28.8520796420228	12.7118678631353	57.9356463406692	1.00837685199842	0.677288539557519	NA	1.93814098	67	35	0.126881	310	281	177	24.09	0.473	2.7	25.3	37.7	49	13	13.6	5.220020115	NA	0	0	0	0	61.97	0	0	4.99	0	0	0	0	314	NA	259	313	0.139	21.9877	155750	0.102265625	NA	2.618	0.21	0.158	0.17	1.71	0	0.1	0.27	7.3	66.4	0	13.9	36	112	38.7	94.15	38.27	236	0	1	8.3	5.7	15.2	336	0	9.73	15.92	21.2	28.2	0.131	11.02	1634	45.8	164	NA	468	142	334	551	5	52	1585	151	11	10.7
456	0.31514011400385	0.00729687	0.229230308	0.290666667	0.977333333	1.268	30.26	NA	10.0178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.957491543	90	40	-0.0443482	532	365	188	0	0.803	2.4	28.2	32.5	51	15	11.2	22.34958291	NA	7.94	14.7	0	0	74.16	0	0	9.22	0	0	0	0	1035	NA	265	492	0.126	21.7706	205500	0.069233311	NA	2.095	0.19	0.135	0.15	1.35	0	0.11	0.16	5.6	64.2	13.76	13.3	34.5	128	38.5	84.78	32.35	193	0	0.7	7.6	6.2	15.8	134	0	8.44	15.94	19.3	26	0.106	9.17	1109	35.6	195	NA	443	144	289	372	3.8	64	1058	180	8.7	13.19
440	0.467163319007714	0.011498878	0.235319203	0.412666667	1.341	1.753666667	51.92	NA	26.9144	NA	172.503374324526	46.8470672355214	18.2524515452433	657.044306049034	NA	1.51466812446219	5.65038727170064	1.3235829952197	12.6320009437907	22.693269948839	511.74381072347	2.3949336198393	3.34590061303613	5.62363535360669	68.0772620447937	NA	NA	NA	0.784715756	33	40	-0.0734107	724	215	212	38.28	4.955	0.9	29.4	45	150	69	15.2	25.85901911	NA	0	15.68	0	53.49	74.16	0	129	0	20.03	5.18	0	0	2033	NA	142	118	0.171	30.698	0	0.051155624	NA	2.656	0.26	0.156	0.23	1.73	0	0.12	0.16	2	62.3	6.65	15.5	33.8	14.03	45.8	73.41	38.27	0	0	0.4	8.3	6.2	14.6	451	0	9.82	16	17.1	29.8	0.109	0	199	25.2	91	NA	13	226	103	36	3.8	19	49	22	3.3	10.68
434	0.251184492322358	0.005917939	0.21076911	0.336666667	1.260666667	1.597333333	30	NA	8.0106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	40	0.579381	297	152	170	24.09	0.809	2.7	29.1	39.4	44	13	14.2	2.83263326	NA	0	0	0	0	15.34	0	28.67	9.22	0	0	14.09	0	315	NA	290	118	0.142	23.8807	89500	0.087966667	NA	2.639	0.29	0.209	0.22	1.62	0	0.09	0.21	6.2	64.7	10.1	14.7	36.2	128	40.6	72.78	89.27	143	0	0.7	6.2	5.8	NA	328	27.65	9.68	16	19.9	28.4	0.146	16.34	968	NA	141	NA	206	NA	400	351	NA	48	924	128	9.6	10.72
433	0.322412963853639	0.002920678	0.235573523	0.397333333	1.289333333	1.686666667	30.07	NA	10.4574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.859438712	61	38	0.314261	721	238	190	0	0.999	2.8	29.1	33.6	54	19	11.9	8.80021298	NA	0	2.2	0	18.6	86.39	0	0	0	0	0	20.17	22.88	625	NA	376	1066	0.131	21.9774	68250	0.080212837	NA	2.412	0.18	0.132	0.18	1.68	0	0.08	0.16	6.2	62.5	17.57	13.2	35.5	253	37.3	98.91	26.14	183	0	0.9	8.4	5.8	NA	325	73.39	9	15.98	19.9	25.6	0.12	11.93	1641	NA	183	NA	633	NA	460	512	NA	55	1587	164	9.9	10.65
432	0.322425384608874	0.014026076	0.252097321	0.540333333	1.603	2.143333333	31.52	3.7686174279745	11.4284	NA	191.694793384813	32.176996675058	31.7475966614077	848.620087512154	72.8299762282573	1.71544587393081	11.1213167414987	3.30092284740894	12.2429268105987	30.6209601707432	303.270581212665	1.65010239359272	22.1708274606479	13.1627619568965	58.9527443489827	0.715187982601544	NA	NA	1.054783049	49	40	0.211549	350	177	227	0	0.987	1.1	31.9	38.4	41	28	13.9	5.989705969	NA	0	0	0	0	0	0	0	0	0	0	0	0	572	NA	312	264	0.144	24.0167	90250	0.098350254	NA	3.1	0.27	0.17	0.21	2.11	0	0.1	0.24	2.1	60.5	0	13.8	36.1	70.91	38.2	113	41.73	84.77	0	0.4	7.6	5.4	14.6	467	0	10.04	16	20.6	26.9	0.133	12.63	1792	43.2	219	NA	834	154	380	638	5.2	60	1751	191	3.6	10.67
421	0.291134438033678	0.005919065	0.224435459	0.398	1.375333333	1.773333333	29.1	9.95976555190632	9.49997	NA	134.346944473304	19.8815554921861	27.1933152294853	666.483676559007	76.8377871743224	1.01008535567853	8.75663615957439	2.10824735828821	7.58437793018138	12.7899873722146	173.657788865895	1.131015989957	11.0843761141831	6.23386934390392	50.429472536136	NA	NA	NA	2.423763756	51	35	0.24327	1180	245	174	0	0.945	3.7	26	40.5	72	46	14	22.53889842	NA	0	0	0	0	0	0	0	0	0	0	43.08	0	1555	NA	274	686	0.146	23.1309	1500	0.09347079	NA	2.72	0.26	0.19	0.18	1.84	0	0.08	0.17	9.7	68	0	14	34.6	35.8	40.6	58.86	0	72.58	0	0.9	6	5.6	16.8	469	0	9.97	15.99	18.3	26.8	0.116	0	1018	49.4	116	NA	606	138	256	436	5	50	946	70	14.3	17.86
409	0.175404102671014	0.014383056	0.164590658	0.308666667	1.566666667	1.875333333	21.27	2.96849479928106	3.90392	NA	118.659022909496	19.5127758074795	27.3421587855543	612.447865327412	67.7642590960759	0.969744832261727	10.2833600206724	2.41449042667321	10.8959832530294	23.9643110674307	NA	1.4656502734303	14.5868204709069	9.93552938922045	38.826376478752	0.513326007017585	0.492421327998769	0.386155876319789	2.797900024	45	28	0.179982	390	166	193	0	0.253	4.5	19.6	37.9	47	8	13.2	1.365083121	NA	0	0	0	0	30.54	0	0	0	0	0	13.5	0	139	NA	236	1693	0.118	18.3528	156500	0.12599906	NA	2.68	0.18	0.14	0.19	1.9	0	0.1	0.17	17.4	74.7	0	13.6	34.8	124	39.1	61.89	55.18	295	0	1.4	5.7	6	14.2	280	15.22	9.69	15.98	20	26.9	0.148	9	986	65	78	NA	155	146	208	409	6.4	22	939	70	23.3	10.72
407	0.246932142142378	0.032978533	0.180318702	0.119	0.541	0.66	23.49	NA	6.40359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67	33	0.205686	531	255	199	0	0.513	2.2	17.9	34.5	46	13	12.3	8.689581731	NA	0	0	0	0	47.5	0	34.06	0	0	0	0	0	576	NA	247	888	0.115	19.529	245500	0.057896977	NA	1.36	0.11	0.12	0.23	0.62	0	0.1	0.18	9.5	76.9	0	13.7	35.6	84.89	38.6	86.95	0	0	0	0.7	5.2	5.7	NA	343	12.3	8.93	16.04	18.2	24.8	0.119	6.01	792	NA	136	NA	97	NA	223	229	NA	38	746	123	12.4	10.74
406	0.165178874377687	0.03348066	0.140722677	0.072333333	0.441666667	0.514	22.97	15.2249947475038	4.01625	NA	86.7673295061462	8.62001434811296	32.0589010049145	551.627839373145	50.8503502989799	1.14574610133697	8.46229417003349	2.4742352936218	9.41089004877111	23.2478025948976	263.4927890442	1.33152227263251	6.4566697901286	11.8927080432621	34.2283117235942	NA	NA	NA	0.600839608	66	36	0.188104	624	262	214	0	0.287	1.8	21.9	36.8	48	11	12.8	6.324084482	NA	0	0	0	0	0	0	0	0	0	0	0	0	408	NA	185	245	0.128	20.2983	257500	0.050936003	NA	1.17	0.12	0.15	0.2	0.48	0	0.09	0.13	5.9	71.5	6.44	14	34.8	0	40.4	86.37	0	0	0	0.5	6.6	6.1	15.8	275	0	9.11	16.02	17.8	26.4	0.137	0	906	51.6	110	NA	90	136	252	246	5.6	35	858	99	8.2	10.73
405	0.157449535656504	0.064174933	0.128644952	0.068666667	0.465	0.533666667	21.13	NA	3.21346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.464018162	88	28	0.168647	124	252	191	0	0.266	2.5	22.1	38.9	36	9	13.8	5.218008638	NA	0	0	0	37.54	22.51	0	0	19.26	0	0	0	0	350	NA	195	541	0.108	17.196	214250	0.059157596	NA	1.25	0.19	0.11	0.19	0.53	0	0.07	0.16	8.1	72.2	0	13.8	35.5	56.31	39	72.53	0	0	0	0.7	5.7	5.8	15.2	320	37.22	9.95	16	18.7	25.3	0.117	8.26	978	56.4	112	NA	157	104	210	301	5.8	33	942	103	11.3	10.75
394	0.181968551682533	0.01549364	0.192191391	0.380666667	1.6	1.980666667	31.82	NA	5.88788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.684509365	48	25	0.0992145	355	271	195	0	0.797	1.8	24.6	44.3	47	10	14.7	9.587528841	NA	0	0	0	0	30.54	0	0	0	0	0	0	0	598	NA	237	509	0.166	26.4687	30250	0.093651791	NA	2.98	0.27	0.19	0.21	2.01	0	0.08	0.22	5.1	68.9	0	13.6	33.3	0	41	91.38	0	0	0	0.5	6.5	5.5	NA	402	0	10.79	15.941	19	28.2	0.192	6.01	756	NA	79	NA	187	NA	151	200	NA	25	709	69	7.4	10.72
389	0.170861974442664	0.00896159	0.209913823	0.305	1.148	1.453	25.08	NA	4.15754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78	43	0.207747	362	243	241	0	0.34	1.8	31.2	36.7	45	10	13	6.900550198	NA	0	6.6	0	0	47.5	173	0	0	39.71	0	0	144	480	NA	241	348	0.146	20.1752	198500	0.089314195	NA	2.24	0.16	0.16	0.21	1.47	0	0.12	0.12	3.4	59.9	0	14.3	35.3	80.3	40.6	84.91	106	125	0	0.6	8.9	6	NA	212	18.11	9.04	15.97	18.8	27.6	0.105	9.74	925	NA	144	NA	235	NA	277	299	NA	45	880	134	5.8	10.75
388	0.229309125497705	0.016250799	0.196301833	0.411	1.682666667	2.093666667	27.49	6.28714784209941	6.49461	NA	134.541024540509	27.3375501677946	30.2790194998714	685.246765842968	74.8599632008672	1.29792693694965	18.3688002747212	5.77942654689586	19.2175996362354	69.6441026257085	382.531904662925	2.88108726367645	30.5516014086504	20.828363194231	61.3608329758092	1.5158774505092	1.07882628875389	0.681454771947423	2.047135024	103	35	0.020214	305	358	230	0	0.435	3	24.4	38.6	42	6	14.1	9.742649234	NA	0	0	0	0	0	0	0	0	0	0	0	0	460	NA	271	624	0.129	21.8279	199688	0.121134958	NA	3.33	0.27	0.13	0.2	2.1	0.25	0.1	0.28	8.6	69.8	0	14.2	36.6	0	38.8	70.96	16.7	0	0	0.7	5.8	6.1	13.2	354	15.22	9.93	15.98	20.7	27.4	0.182	8.26	1837	54.6	123	NA	708	106	312	656	5.8	42	1795	117	12.3	10.74
386	0.217401781265401	0.037207621	0.18692757	0.382	1.661666667	2.043666667	29.98	NA	6.38756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.829394812	70	43	0.201219	355	249	176	0	0.588	1.4	32.3	34.6	44	19	12.7	5.023309472	NA	0	0	0	0	0	0	34.06	5.87	0	0	0	0	341	NA	307	524	0.129	22.9938	148000	0.100733823	NA	3.02	0.28	0.12	0.25	2.09	0	0.09	0.19	2.6	57.3	0	14.1	36.8	89.42	38.5	283	34.25	0	0	0.5	10.4	5.9	14.2	291	16.67	9	16.02	20.2	26.6	0.172	16.47	1598	74	160	NA	476	86	508	587	7.6	49	1554	141	4.5	10.75
385	0.221371945840868	0.011852779	0.250463857	0.401666667	1.202	1.603666667	29.65	NA	6.66301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.202261007	88	48	0.326834	532	291	158	24.23	0.742	3.5	34	38.8	47	38	14.9	7.816008992	NA	0	0	0	26.27	0	0	0	12.3	24.97	0	8.38	0	454	NA	299	1825	0.149	23.4357	73750	0.090387858	NA	2.68	0.22	0.13	0.26	1.78	0	0.09	0.2	6.1	58.9	11.81	14.7	38.5	107	38.3	100	102	0	0	0.7	7.1	5.6	15.4	328	30.62	10.11	15.97	20	26.3	0.133	12.63	1129	78	131	NA	219	108	413	398	7.8	37	1082	93	10.3	10.74
